Product Name,Display Name,Stockcode,Barcode,Medium Image File,Cup Measure,Price,Cup Price,Cup String,Has Cup Price,Package Size,Sap Department Name,Sap Category Name,Sap Sub Category Name,Sap Segment Name,Department,Aisle,Description,Vegetarian,Wool Dietary Claim,Allergen Contains,Allergy Statement,Ingredients
Tip Top White Bread Rolls Hamburger Buns,Tip Top White Bread Rolls Hamburger Buns 6 Pack,165219,9310043005605,https://cdn0.woolworths.media/content/wowproductimages/medium/165219.jpg,1EA,4.5,0.75,$0.75 / 1EA,TRUE,6 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,WHITE ROLLS,bakery,"rolls, wraps & flatbreads","Tip Top Hamburger Rolls are baked fresh, soft & tasty.<br><br><p>Tip Top® is all about home-grown goodness. That's why we bake every day with Aussie wheat. We partner with Foodbank to share goodness with the community. And we use more sustainable packaging wherever we can so Australia stays beautiful for generations to come.<p><br><br>No artificial Colours and Flavours<br><br>Made with Aussie Wheat<br><br>Source of Fibre<br><br>Suitable for Vegans and Vegetarians",False,;High Fibre;Low Saturated Fat;No Added Artificial Colour;No Added Artificial Flavour;No Added Preservatives;,"Cereals, Gluten, Sesame, Soy",Fish Free,"Wheat Flour, Water, Baker's Yeast, Canola Oil, Sugar, Sesame Seeds,Wheat Gluten, Iodised Salt, Soy Flour, Preservative (282), Emulsifiers (481, 472e, 471), Wheat Malt flour (Thiamin and Folic Acid)."
Essentials White Sandwich Bread,Essentials White Sandwich Bread 650g,581170,9300633636814,https://cdn0.woolworths.media/content/wowproductimages/medium/581170.jpg,100G,2.4,0.37,$0.37 / 100G,TRUE,650G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,WHITE LOAF,bakery,white & wholemeal bread,White sandwich sliced bread.,False,"Free From Artificial Colour, Free From Artificial Flavour, Free From Artificial Preservatives","Soy, Gluten",Egg Free,"Wheat Flour, Water, Yeast, Vinegar, lodised Salt, Canola Oil, Soy Flour, Vegetable Emulsifier (481), Vitamins (Thiamin, Folate)"
35hr Sourdough Mini Loaf White,35hr Sourdough Mini Loaf White Each,116569,0281130000003,https://cdn0.woolworths.media/content/wowproductimages/medium/116569.jpg,1EA,3.2,3.2,$3.20 / 1EA,TRUE,Each,BAKEHOUSE,INSTORE BAKERY,ISB SPECIALTY BREAD,CORE SOURDOUGH LOAVES,bakery,sourdough & specialty bread,"Proudly made with Australian wheat flour, this sourdough bread recipe has been created by an expert artisan baker. Each 35 hour recipe loaf begins with a traditional culture, is slowly fermented then rested before being fully baked on stone giving a distinctive flavour and light open internal texture. Finished in our in-store ovens for a crisp crust.",False,,,Fish Free,"Wheat Flour, Water, Sourdough Culture (Wheat), Wholewheat Flour, Iodised Salt, Yeast, Emulsifier (322 Soy), Vitamins (Thiamin, Folic Acid)."
Mission Souvlaki Bread,Mission Souvlaki Bread 320g,177677,9317224405155,https://cdn0.woolworths.media/content/wowproductimages/medium/177677.jpg,100G,4,1.25,$1.25 / 100G,TRUE,320g,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE INTERNATIONAL BREAD,PITA AND LEBANESE,bakery,sourdough & specialty bread,"Mission Souvlaki Bread is a great, versatile flatbread with a soft, fluffy texture that is perfect for weeknight dinners or entertaining. With no artificial colours and flavours and a source of protein, discover the many ways to enjoy Mission Souvlaki Bread.",False,"No Artificial Colours and FlavoursSource of ProteinSuitable for Vegetarians",,Dairy Free,"Wheat Flour [63%), Thiamine, Folic Acid], Water, Vegetable Oil, Sugar, Yeast, Mineral Salts (500, 450, 341), Iodised Salt, Acidity Regulator (297), Preservative (282)."
Woolworths All Butter Croissants,Woolworths All Butter Croissants 4 Pack,33593,9300633928841,https://cdn0.woolworths.media/content/wowproductimages/medium/033593.jpg,1EA,2.85,0.71,$0.71 / 1EA,TRUE,4 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKERY SNACKS,CROISSANTS,bakery,baked snacks & sweets,"4 All Butter Croissants perfect with your favourite filling, morning, noon and night.",False,"Contains Gluten, Contains Milk","Butter, Cream, Gluten, Milk, Wheat",Soy Free,"Wheat Flour (Thiamin), Butter (18%), (Cream (Milk)), Water Milk Solids, Sugar, Yeast, Salt."
Menissez Bake At Home White Dinner Rolls,Menissez Bake At Home White Dinner Rolls 6 Pack,573301,9300633634421,https://cdn0.woolworths.media/content/wowproductimages/medium/573301.jpg,1EA,2.6,0.43,$0.43 / 1EA,TRUE,6 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKE AT HOME,DINNER,bakery,"rolls, wraps & flatbreads",<p></p>,False,,,Fish Free,"Wheat Flour, Water, Yeast, Iodised Salt, Fermented Wheat Flour, Malter Wheat Flour, Antioxidant: Ascorbic Acid, Broad Bean Flour, Deactivated Yeast."
Woolworths Crusty Vienna Loaf,Woolworths Crusty Vienna Loaf 450g,154927,0284493000000,https://cdn0.woolworths.media/content/wowproductimages/medium/154927.jpg,1EA,3,3,$3.00 / 1EA,TRUE,450G,BAKEHOUSE,INSTORE BAKERY,ISB SPECIALTY BREAD,VIENNA,bakery,in-store bakery,<p></p>,False,,,Fish Free,"Ingredients: Wheat Flour, Water, Yeast, Wheat Gluten, Vegetable Oils (Palm, Canola), Iodised Salt, Yellow Pea Flour, Vitamins (Thiamin, Folate), Wheat Semolina. Topping Options: Sesame Seeds, Poppy Seeds."
Helga's Wholemeal Lower Carb Wraps,Helga's Wholemeal Lower Carb Wraps 6 Pack,240364,9310023145741,https://cdn0.woolworths.media/content/wowproductimages/medium/240364.jpg,100G,5,1.85,$1.85 / 100G,TRUE,6 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE INTERNATIONAL BREAD,WRAPS,bakery,"rolls, wraps & flatbreads","<p>Helga’s Whole meal Lower Carb Wraps are thin, round and flat. They are 8 inches in diameter and have a creamy brown colour with golden brown scorch marks appearance. They have a very soft and pliable texture making it a multipurpose wrap.</p>",False,SOURCE OF PROTEIN;Free From Artificial Flavour;,"Wheat, Gluten, Soy",Fish Free,"Water, Wholemeal Wheat Flour (14%), Wheat Gluten, Vegetable Oil, Modified Tapioca Starch (1413), Wheat Fibre, Wheat Protein, Soy Protein Isolate, Wheat Bran, Humectant (422), Cultured Wheat Flour, Stabiliser (412), Iodised Salt, Soy Flour, Vegetable Emulsifiers (471, 481), Wheat Germ, Acidity Regulator (297), Raising Agents (341, 450, 500), Malted Barley Flour, Vitamins (Thiamin, Folic Acid), Antioxidant (307b), Processing Aids (Wheat)."
Abbott's Bakery Light Rye Sandwich Slice Bread Loaf,Abbott's Bakery Light Rye Sandwich Slice Bread Loaf 680g,331602,9339423003499,https://cdn0.woolworths.media/content/wowproductimages/medium/331602.jpg,100G,4.9,0.72,$0.72 / 100G,TRUE,680g,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,RYE,bakery,grain & rye bread,"Abbott’s Bakery is for those who see the kitchen as a playground to feed their creativity and evoke delight. Our premium, versatile range is made for makers to craft their edible masterpieces just the way they like.<br><br>Abbott’s Bakery is for those who see the kitchen as a playground to feed their creativity and evoke delight. Our premium, versatile range is made for makers to craft their edible masterpieces just the way they like.Rye bread can be pretty strong stuff. So this one’s less intense. We created the perfect blend of ingredients including rye flour, rye meal, and then added a dash of malted roasted barley flour for a light smoky flavour. It’s the rye you’ve been waiting for.<br><br>Made with Australian Wheat^<br><br>Source of Fibre<br><br>6.7 g OF Protein per serve<br><br>No Artificial Colours,flavours or preservatives<br><br>4 Health Star Rating",False,SOURCE OF PROTEIN;,Soy,Fish Free,"Wheat Flour, Water, Rye Flour (11%), Rye Meal (5%), Bakers Yeast, Vinegar, Wheat Gluten, Iodised Salt, Canola Oil, Fermented Wheat Flour, Soy Flour, Barley Malt Flour (0.3%), Vegetable Emulsifiers (471, 472e, 481), Vitamins (Thiamin, Folic Acid)."
Woolworths Bread Rolls Grain Lunch,Woolworths Bread Rolls Grain Lunch 6 Pack,30718,0283311000000,https://cdn0.woolworths.media/content/wowproductimages/medium/030718.jpg,1EA,2.5,0.42,$0.42 / 1EA,TRUE,6 Pack,BAKEHOUSE,INSTORE BAKERY,ISB BREAD ROLL,WHOLEMEAL/GRAINS/SEEDED ROLL,bakery,in-store bakery,<p></p>,False,,"Gluten, Sesame",,"<p>Wheat Flour, Water, Grains (20%) (Kibbled Rye, Oats, Purple Wheat, Kibbled Triticale (Wheat, Rye), Kibbled Wheat, Kibbled Barley), Wheat Gluten, Yeast, Seeds (Linseed, Canola), Iodised Salt, Canola Oil, Fermented Wheat Flour, Vitamins (Thiamin, Folate), Processing Aid (Wheat). - Topping Options: Plain or Sesame Seeds or Poppy Seeds. - One 70g serve (1 roll of Woolworths Mixed Grains Lunch Roll contributes 29% of the 48g </p>"
Woolworths Jam Sponge Roll,Woolworths Jam Sponge Roll 400g,86566,9339687165261,https://cdn0.woolworths.media/content/wowproductimages/medium/086566.jpg,100G,3.5,0.88,$0.88 / 100G,TRUE,400G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,ROLLS/ROLLETTES,bakery,"rolls, wraps & flatbreads",,False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Soy, Milk, Gluten",Fish Free,"Sponge (Wheat Flour, Sugar, Water, Egg Powder, Humectants (422, 420, 1520), Milk Solids, Glucose Syrup, Raising Agents (Sodium Carbonates, 450, 341), Salt, Emulsifiers (322 (Soy), 471, 475, 481, 452), Wheat Starch, Preservative (Potassium Sorbate), Thickener (412), Natural Colours (160b, 164), Acidity Regulator (330)), Jam Filling (29%) (Sugar, Apple, Gelling Agent (440), Acidity Regulator (330), Natural Colour (120), Natural Raspberry Flavouring, Preservative (Potassium Sorbate))"
Tip Top Burger Thins Bread,Tip Top Burger Thins Bread 6 Pack,66911,9339423008678,https://cdn0.woolworths.media/content/wowproductimages/medium/066911.jpg,100G,3,1.5,$1.50 / 100G,TRUE,6 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE INTERNATIONAL BREAD,WRAPS,bakery,"rolls, wraps & flatbreads","<p>Tip Top Burger Thins Original 6 Pack<br/><br/>Tip Top® is all about home-grown goodness. That's why we bake every day with Aussie wheat. We partner with Foodbank to share goodness with the community. And we use more sustainable packaging wherever we can so Australia stays beautiful for generations to come.<br/><br/>No Artificial Colours, Flavours or Preservatives<br/><br/>Less than 99 Calories per Serve<br/><br/>FODMAP Friendly</p>",False,"No Added Preservatives, No Added Artificial Colour, No Added Artificial Flavour","Wheat, Gluten, Soy",Lactose Free,"Wheat Flour, Water, Baker's Yeast, Wheat Bran, Wheat Germ,  Vegetable Gums (466, 415), Soy Flour,  Wheat Gluten, Vinegar, Canola Oil, Iodised Salt, Sugar, Dextrose, Fermented Wheat Flour, Emulsifiers (481, 471, 472e), Vitamins (Thiamin, Folic Acid)."
Mission Pita Bread Pockets Wholemeal,Mission Pita Bread Pockets Wholemeal 420g,774126,9317224402260,https://cdn0.woolworths.media/content/wowproductimages/medium/774126.jpg,100G,4.4,1.05,$1.05 / 100G,TRUE,420G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE INTERNATIONAL BREAD,PITA AND LEBANESE,bakery,sourdough & specialty bread,"Mission Pita Pockets are pre-cut pockets ideal for lunch, dinner and snacks. An innovative twist to the traditional sandwich; just heat, cut and fill with all your favourite ingredients. 

Mission Wholemeal Pita Pockets are low fat and provide a good source of dietary fibre and source of protein",False,"Good Source of Dietary FibreLow FatSource of Protein",,Dairy Free,"Wholemeal Flour (72%) (Thiamine, Folic Acid), Water, Sugar, Yeast, Iodised Salt, Acidity Regulator (297), Preservative (282)"
Abbott's Bakery Rustic White Sandwich Slice Bread Loaf,Abbott's Bakery Rustic White Sandwich Slice Bread Loaf 700g,690672,9339423007961,https://cdn0.woolworths.media/content/wowproductimages/medium/690672.jpg,100G,4.9,0.7,$0.70 / 100G,TRUE,700g,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,WHITE LOAF,bakery,white & wholemeal bread,"Abbott’s Bakery is for those who see the kitchen as a playground to feed their creativity and evoke delight. Our premium, versatile range is made for makers to craft their edible masterpieces just the way they like.<br><br>Abbott’s Bakery is for those who see the kitchen as a playground to feed their creativity and evoke delight. Our premium, versatile range is made for makers to craft their edible masterpieces just the way they like.You can’t go wrong with a classic. Especially when it’s this soft. And this loaf tastes as good as it feels, thanks to a dash of rye flour that gives a subtle earthy flavour. Oh yes, and a dusting of semolina adds a lovely crusty finish.<br><br>Made with Australian Wheat^<br><br>Source of Fibre<br><br>6.9 g OF Protein per serve<br><br>No Artificial Colours,flavours or preservatives<br><br>4 Health Star Rating",False,"Source Of Fibre, Source Of Protein, No Added Preservatives, Low Saturated Fat, Low Fat, No Added Artificial Colour, No Added Artificial Flavour, No Added Sugars","Gluten, Soy",No Artificial Preservatives,"Wheat Flour, Water, Bakers Yeast, Wholemeal Rye Flour (2%), Vinegar, Wheat Gluten, Iodised Salt, Wheat Semolina (0.8%), Canola Oil, Fermented Wheat Flour, Soy Flour, Vegetable Emulsifiers (471, 472e, 481), Vitamins (Thiamin, Folic Acid)."
Sonoma Country White Sourdough,Sonoma Country White Sourdough 640g,322759,9340078000009,https://cdn0.woolworths.media/content/wowproductimages/medium/322759.jpg,100G,8,1.25,$1.25 / 100G,TRUE,640G,BAKEHOUSE,INSTORE BAKERY,ISB SPECIALTY BREAD,WHOLEMEAL/GRAIN/SEEDED,bakery,sourdough & specialty bread,"<div>Sonoma's classic white sourdough loaf made with a blend of white and wholemeal flours.  Slow fermented overnight this loaf has a white open crumb and golden, crusty exterior.  <br>Every loaf of Sonoma sourdough contains freshly-milled sustainable flour, filtered water, sourdough starter and sea salt. It also contains passion, soul, hard work and integrity, fed with love by the bakers who make each one by hand.<br>Sonoma sourdough bread is made with chemical free sustainable flour. Naturally leavened and slowly fermented. Containing no commercial yeasts or preservatives</div>",False,,,Egg Free,"<div>Wheat Flour, Water, Leaven (17%), Iodised Sea Salt,Vitamins (Thiamin, Folate)</div>"
Sourdough Rolls White,Woolworths Sourdough Rolls White 3 Pack,116759,0281157000000,https://cdn0.woolworths.media/content/wowproductimages/medium/116759.jpg,1EA,3.5,1.17,$1.17 / 1EA,TRUE,3 Pack,BAKEHOUSE,INSTORE BAKERY,ISB SPECIALTY BREAD,CORE SOURDOUGH ROLLS,bakery,sourdough & specialty bread,"Proudly made with Australian wheat flour, this sourdough bread recipe has been created by an expert artisan baker. Each 35 hour recipe loaf begins with a traditional culture, is slowly fermented then rested before being fully baked on stone giving a distinctive flavour and light open internal texture. Finished in our in-store ovens for a crisp crust.",False,,,Fish Free,"Wheat Flour, Water, Sourdough Culture (Wheat), Wholewheat Flour, Iodised Salt, Yeast, Emulsifier (322 Soy), Vitamins (Thiamin, Folic Acid)."
Helga's Bread Light Rye,Helga's Bread Light Rye 680g,75238,9310128002314,https://cdn0.woolworths.media/content/wowproductimages/medium/075238.jpg,100G,4.9,0.72,$0.72 / 100G,TRUE,680G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,RYE,bakery,grain & rye bread,"Made with light rye, Helga's Light Rye Loaf Sliced Bread is a delicious bread for sandwiches and toast. It also provides a source of fibre and a source of protein.<BR><BR>Helga's Light Rye Loaf Sliced Bread is the perfect pick for your cheese and tomato toastie. With a four health star rating, it also contains no artificial colours, flavours or preservatives. Enjoy fresh or toasted, savoury or sweet, the choice is up to you.<BR><BR>• Light rye<BR><BR>• Source of fibre<BR><BR>• Source of protein<BR><BR>• Health star rating of 4<BR><BR>• No artificial colours, flavours or preservative",False,"Source of Protein, No Artificial Colours, No Artificial Flavours, No Preservatives","Gluten Containing Cereals, Soy",Lactose Free,"Wheat flour, water, rye flour (18%), yeast, rye meal (2%), vinegar, iodised salt, wheat gluten, canola oil, cultured wheat flour, soy flour, malted barley flour, vegetable emulsifiers (481, 471, 472e), vitamins (thiamin, folic acid)."
Woolworths Banana Bread Slices,Woolworths Banana Bread Slices 5 Pack,328822,9300633984007,https://cdn0.woolworths.media/content/wowproductimages/medium/328822.jpg,100G,6.5,1.3,$1.30 / 100G,TRUE,5 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,CAKES TO GO/LUNCH BOX,bakery,baked snacks & sweets,,False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Milk, Gluten, Wheat",Fish Free,"Banana Puree (30%) (Australian Bananas, Acidity Regulator (Citric Acid), Antioxidant (Ascorbic Acid))), Wheat Flour (Wheat, Thiamin, Folic Acid), Sugar, Canola Oil, Dried Egg, Greek Style Yoghurt (3%) (Milk, Milk Solids, Starter Culture), Baking Powder (Raising Agent (450, Sodium Carbonate, Wheat Starch)), Raising Agent (Sodium Carbonate), Salt, Dried Egg White, Natural Flavour, Preservative (Potassium Sorbate)."
Woolworths Multigrain Soft Sandwich Bread,Woolworths Multigrain Soft Sandwich Bread 650g,581178,9300633636890,https://cdn0.woolworths.media/content/wowproductimages/medium/581178.jpg,100G,2.7,0.42,$0.42 / 100G,TRUE,650G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,SEEDS AND GRAINS LOAF,bakery,white & wholemeal bread,<p>A source of fibre that'll keep your kids digestive systems happy. These slices are the perfect tummy filler. As part of a healthy balanced diet.</p>,False,"Free From Artificial ColourFree From Artificial FlavourFree From Artificial PreservativesNo Added Sugars","Soy, Gluten",No Artificial Preservatives,"Wheat Flour, Water, Mixed Grains (16%) (Kibbled Rye, Kibbled Wheat, Kibbled Triticale), Yeast, Wheat Gluten, Canola Oil, Vinegar, Iodised Salt, Soy Flour, Vegetable Emulsifier (481), Vitamins (Thiamin, Folate), This product contains 16% Whole Grains"
Woolworths Bread Rolls Soft Wholemeal Jumbo,Woolworths Bread Rolls Soft Wholemeal Jumbo 6 Pack,253303,0280428000008,https://cdn0.woolworths.media/content/wowproductimages/medium/253303.jpg,1EA,3,0.5,$0.50 / 1EA,TRUE,6 Pack,BAKEHOUSE,INSTORE BAKERY,ISB BREAD ROLL,WHOLEMEAL/GRAINS/SEEDED ROLL,bakery,in-store bakery,Woolworths Bread Roll Soft Wholemeal Jumbo Lunch.,False,,"Gluten, Sesame Seeds, Soy",Dairy Free,"<p>Whole meal Wheat Flour (67%), Water, Wheat Gluten, Yeast, Vegetable Oils (Palm, Canola) Iodised Salt, Malted Barley Flour, Soy Flour, Vitamins (Thiamin, Folate). Topping Options: Plain or Sesame Seeds or Poppy Seeds .<span style=""background-color: transparent;"">This product contains 60g Whole Grains per serve. One 90g serve (1 roll) of Woolworths Whole meal Jumbo Lunch Roll contributes 125% of the 48g Whole Grain Daily Target Intake.</span></p>"
Brioche Gourmet Brioche Sliders,Brioche Gourmet Brioche Sliders 10 Pack,61227,3587220003617,https://cdn0.woolworths.media/content/wowproductimages/medium/061227.jpg,1EA,6.5,0.65,$0.65 / 1EA,TRUE,10 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKERY SNACKS,BRIOCHE,bakery,baked snacks & sweets,"Our buttery, light, soft and slightly sweet Brioche Sliders are the perfect sliders for pulled pork and crunchy vegetable slaw. 

Create perfect mini gourmet burgers or mini BLT’s for your next get together with family and friends. Perfect to serve just heated through as mini-rolls for brunch, with soup or enjoyed with any meal.

About Us

Our love of brioche began in 1945 in a French boulangerie, where our family began creating delicious artisanal brioche. Nestled in the countryside of western France, we passed down our family recipes, mastering the perfect brioche: a soft, fluffy, slightly sweet bread that brings joy with every bite.

For four generations, we’ve been baking wholesome brioche breads in France and today, we are delighted to bring our classic French bread to households across Australia. Our original family recipes remain true, and so does our passion for our craft, which inspires every brioche we bake today.",False,,,,
Tip Top The One Gluten Free White Sandwich Slice Bread Loaf,Tip Top The One Gluten Free White Sandwich Slice Bread Loaf 550g,165306,9339423009071,https://cdn0.woolworths.media/content/wowproductimages/medium/165306.jpg,100G,7,1.27,$1.27 / 100G,TRUE,550g,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,DIETARY NEEDS,bakery,white & wholemeal bread,"<p>Tip Top The One Gluten Free Soft White Bread 550g<br/><br/>This super soft and tasty loaf of Tip Top® The One® Gluten Free is high in fibre and has the added benefits of essential Vitamins and Minerals. It’s the only one you need.<br/> <br/> Tip Top® is all about home-grown goodness.<br/> We partner with Foodbank to share goodness with the community. And we use more sustainable packaging whenever we can so Australia stays beautiful for generations to come.<br/><br/>High in Fibre<br/><br/>Dairy Free<br/><br/>Good Source of Iron<br/><br/>Contains Vitamins:B6, Vitamin E, Niacin and Zinc<br/><br/>Source of Whole Grains: Rice, Millet, Buckwheat, Teff and Quinoa<br/><br/>No Artificial Colours, Flavours or Preservatives<br/><br/>4 Star Health Rating</p>",False,"No Added Artificial Colour, No Added Artificial Flavour, High Fibre, No Added Preservatives, Free From Dairy","Egg, Soy",No Artificial Colours or Flavours,"Modified Tapioca Starch (1442, 1412), Water, Rice Flour (12%), Canola Oil, Sugar, Egg White Powder, Soy Flour, Bakers Yeast, Iodised Salt, Vinegar, Vegetable Gum (412), Thickeners (464, 466), Maize Starch, Minerals (Iron, Zinc), Vitamins (Vitamin E, Niacin, Vitamin B6)."
Abbott's Bakery Farmhouse Wholemeal Sandwich Slice Bread Loaf,Abbott's Bakery Farmhouse Wholemeal Sandwich Slice Bread Loaf 750g,331591,9339423003482,https://cdn0.woolworths.media/content/wowproductimages/medium/331591.jpg,100G,4.9,0.65,$0.65 / 100G,TRUE,750g,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,MULTIGRAIN/WHOLEMEAL LOAF,bakery,white & wholemeal bread,"<p>Abbott’s Bakery Farmhouse Wholemeal<br/><br/>You've probably spotted the golden brown goodness going on outside, but this loaf really steps things up on the inside. Bran and wheat germ create a distinctive texture, a hearty flavour, and we've made sure every slice still has that softness you'd expect from Abbott's Bakery.<br/><br/> We believe in making the most of every mouthful. Abbott's Bakery creations are crafted to be so full of flavour, texture and aroma that they are absolutely, positively irresistible. Now it's over to you. Work your topping magic, and savour every last crumb.<br/><br/>- Made with Australian Wheat^<br/> - High in Fibre<br/> - 7.7 g of Protein per serve<br/> - 100% of your Whole Grain Daily Target<br/> - No artificial Colours, Flavours or Preservatives<br/> - Suitable for Vegetarians and Vegans<br/>- ^Wheat refers to Wheat Flour<br/> - One 84 g serve of Abbott's Bakery Farmhouse Wholemeal contributes 100% of the 48 g Whole Grain Daily Target Intake</p>",False,"Source Of Protein, Contains Whole Grain, High Fibre, Low Saturated Fat, No Added Sugars, No Added Artificial Colour, No Added Artificial Flavour, No Added Preservatives","Gluten, Soy",No Artificial Colours or Flavours,"Wholemeal Whole Grain Wheat Flour (65%), Water, Baker's Yeast, Canola Oil, Vinegar, Iodised Salt, Fermented Wheat Flour, Soy Flour, Wheat Flour, Emulsifiers (471, 472 e, 481), Vitamins (Thiamin, Folic Acid)."
Woolworths Mini Choc Chip Muffin,Woolworths Mini Choc Chip Muffin 8 Pack,883004,9300633522087,https://cdn0.woolworths.media/content/wowproductimages/medium/883004.jpg,100G,4.7,1.47,$1.47 / 100G,TRUE,8 Pack,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,MUFFINS,bakery,baked snacks & sweets,<p>Contains no artificial colours or flavours.</p>,False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Milk, Gluten",Fish Free,"Wheat Flour, Water, Sugar, Canola Oil, Dark Chocolate (12%) (Sugar, Cocoa Solids, Vegetable Emulsifier (322 Sunflower), Natural Vanilla Flavour), Dextrose, Egg Powder, Milk Solids, Raising Agents (450, 501), Thickeners (1422, 415), Salt, Preservative (202), Natural Vanilla Flavour, This product contains Minimum 43% Cocoa Solids in Dark Chocolate"
Woolworths Bread Rolls Crusty Jumbo Lunch,Woolworths Bread Rolls Crusty Jumbo Lunch 6 Pack,202563,0280089000003,https://cdn0.woolworths.media/content/wowproductimages/medium/202563.jpg,1EA,3,0.5,$0.50 / 1EA,TRUE,6 Pack,BAKEHOUSE,INSTORE BAKERY,ISB BREAD ROLL,BREAD CRUSTY WHITE ROLLS,bakery,"rolls, wraps & flatbreads",<p></p>,False,,,Fish Free,"Ingredients: Wheat Flour, Water, Yeast, Wheat Gluten, Vegetable Oils (Palm, Canola), Iodised Salt, Yellow Pea Flour, Vitamins (Thiamin, Folate). Topping Options: Plain or Sesame Seeds or Poppy Seeds."
Woolworths Mini Jam Sponge Rolls,Woolworths Mini Jam Sponge Rolls 6 Pack,86567,9339687165278,https://cdn0.woolworths.media/content/wowproductimages/medium/086567.jpg,100G,3.5,1.4,$1.40 / 100G,TRUE,6 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,ROLLS/ROLLETTES,bakery,"rolls, wraps & flatbreads",,False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Soy, Milk, Gluten",Fish Free,"Sponge (Wheat Flour, Sugar, Water, Egg Powder, Humectants (422, 420, 1520), Milk Solids, Glucose Syrup, Raising Agents (Sodium Carbonates, 450, 341), Salt, Emulsifiers (322 (Soy), 471, 475, 481, 452), Wheat Starch, Preservative (Potassium Sorbate), Thickener (412), Natural Colours (160b, 164), Acidity Regulator (330)), Jam Filling (25%) (Sugar, Apples, Gelling Agent (440), Acidity Regulator (330), Natural Colour (120), Natural Raspberry Flavouring, Preservative (Potassium Sorbate))"
